job_title,required_skills,salary_usd,experience_level,industry,salary_bucket
ai specialist,"tableau, nlp, hadoop, r, computer vision",122140.0,Se,Education,100–150K
ai product manager,"sql, tableau, pytorch, computer vision, aws",156933.0,Ex,Gaming,150–200K
ai software engineer,"git, tableau, python, mlops",68680.0,En,Finance,50–100K
ai research scientist,"java, python, hadoop",64003.0,Mi,Telecommunications,50–100K
ai software engineer,"computer vision, spark, nlp, kubernetes",144276.0,Se,Gaming,100–150K
nlp engineer,"kubernetes, nlp, data visualization, r, hadoop",91065.0,Mi,Telecommunications,50–100K
nlp engineer,"aws, nlp, git, java",86793.0,Se,Government,50–100K
autonomous systems engineer,"python, hadoop, spark, tensorflow, azure",81612.0,Se,Transportation,50–100K
data analyst,"gcp, scala, kubernetes, git",129423.0,Mi,Energy,100–150K
principal data scientist,"sql, mlops, scala",114714.0,Se,Manufacturing,100–150K
autonomous systems engineer,"gcp, python, mathematics, tensorflow",175418.0,Se,Technology,150–200K
head of ai,"gcp, aws, sql, data visualization, nlp",203407.0,Ex,Real Estate,200K+
deep learning engineer,"docker, nlp, hadoop, git",63098.0,En,Technology,50–100K
autonomous systems engineer,"r, mlops, azure, gcp, linux",88118.0,Mi,Media,50–100K
head of ai,"tensorflow, aws, pytorch, scala",50135.0,En,Healthcare,50–100K
head of ai,"python, docker, tensorflow",47671.0,En,Technology,<50K
machine learning researcher,"data visualization, sql, docker, git, mathematics",43632.0,En,Finance,<50K
computer vision engineer,"aws, statistics, sql",243973.0,Ex,Real Estate,200K+
data analyst,"gcp, sql, computer vision, mathematics",60598.0,En,Media,50–100K
head of ai,"aws, mathematics, java, kubernetes",116364.0,Mi,Healthcare,100–150K
autonomous systems engineer,"python, aws, tensorflow, statistics",172307.0,Se,Transportation,150–200K
computer vision engineer,"aws, r, pytorch, tensorflow, deep learning",102396.0,En,Healthcare,100–150K
nlp engineer,"hadoop, azure, nlp",87052.0,Se,Telecommunications,50–100K
autonomous systems engineer,"pytorch, kubernetes, docker, scala, sql",107176.0,Se,Transportation,100–150K
robotics engineer,"git, tableau, data visualization, linux",141302.0,Se,Gaming,100–150K
robotics engineer,"hadoop, spark, pytorch",48616.0,En,Manufacturing,<50K
robotics engineer,"java, git, statistics, mathematics, hadoop",108338.0,Se,Manufacturing,100–150K
ai specialist,"git, python, aws",68130.0,En,Consulting,50–100K
ai specialist,"data visualization, sql, azure, aws, python",135359.0,Mi,Technology,100–150K
principal data scientist,"sql, r, azure, hadoop, kubernetes",85303.0,Mi,Media,50–100K
autonomous systems engineer,"scala, git, mathematics",51029.0,Mi,Media,50–100K
ai research scientist,"gcp, kubernetes, spark",197389.0,Ex,Technology,150–200K
ai software engineer,"hadoop, r, pytorch, linux",161971.0,Ex,Gaming,150–200K
ai consultant,"hadoop, git, docker, python",117643.0,Ex,Energy,100–150K
ai specialist,"computer vision, pytorch, tensorflow, azure",171484.0,Se,Finance,150–200K
head of ai,"r, git, gcp, statistics, nlp",55087.0,Mi,Government,50–100K
ai research scientist,"mlops, deep learning, pytorch, aws, hadoop",62406.0,En,Technology,50–100K
research scientist,"pytorch, scala, sql, git",88746.0,Mi,Transportation,50–100K
research scientist,"git, data visualization, java, kubernetes, hadoop",132548.0,Se,Transportation,100–150K
ai product manager,"tableau, azure, scala, spark",80300.0,En,Telecommunications,50–100K
deep learning engineer,"java, spark, computer vision, nlp",109131.0,Se,Healthcare,100–150K
autonomous systems engineer,"r, mathematics, statistics, scala, kubernetes",134833.0,Se,Government,100–150K
data analyst,"linux, sql, azure, r",108128.0,Mi,Government,100–150K
data engineer,"python, tensorflow, pytorch",152069.0,Ex,Manufacturing,150–200K
computer vision engineer,"gcp, sql, tableau, tensorflow, linux",88423.0,Se,Technology,50–100K
machine learning engineer,"java, linux, sql, hadoop, gcp",43468.0,En,Real Estate,<50K
research scientist,"aws, docker, mlops, scala, data visualization",85934.0,Se,Transportation,50–100K
robotics engineer,"pytorch, r, hadoop",88205.0,Mi,Government,50–100K
data engineer,"spark, docker, nlp, pytorch, computer vision",76655.0,Mi,Consulting,50–100K
ai architect,"sql, tensorflow, mlops, computer vision",172093.0,Ex,Energy,150–200K
computer vision engineer,"pytorch, scala, nlp, tensorflow, java",73263.0,Mi,Consulting,50–100K
ai research scientist,"kubernetes, spark, linux",145214.0,Ex,Real Estate,100–150K
ai product manager,"sql, r, mlops, deep learning, statistics",179667.0,Ex,Healthcare,150–200K
ai research scientist,"mlops, kubernetes, data visualization, spark",171215.0,Ex,Automotive,150–200K
data analyst,"hadoop, kubernetes, python, deep learning, aws",102169.0,Mi,Government,100–150K
data analyst,"docker, python, computer vision, nlp",156162.0,Ex,Finance,150–200K
ai consultant,"linux, sql, scala",187720.0,Ex,Government,150–200K
ml ops engineer,"tableau, sql, python, linux",53217.0,Mi,Transportation,50–100K
data scientist,"java, python, kubernetes",35049.0,En,Real Estate,<50K
machine learning researcher,"kubernetes, sql, r, mathematics, spark",53379.0,En,Government,50–100K
data analyst,"mlops, tensorflow, data visualization, sql, gcp",55411.0,Mi,Telecommunications,50–100K
ai architect,"data visualization, scala, computer vision",334614.0,Ex,Technology,200K+
machine learning researcher,"python, kubernetes, deep learning, spark",104343.0,Se,Transportation,100–150K
data engineer,"kubernetes, java, gcp, computer vision",38483.0,En,Media,<50K
ai software engineer,"sql, tensorflow, data visualization, azure",52483.0,En,Consulting,50–100K
head of ai,"sql, pytorch, python, hadoop",49223.0,En,Real Estate,<50K
deep learning engineer,"data visualization, mlops, sql, docker, nlp",122233.0,Mi,Government,100–150K
principal data scientist,"r, deep learning, sql",221710.0,Se,Government,200K+
machine learning researcher,"aws, java, tensorflow",61681.0,Mi,Finance,50–100K
deep learning engineer,"deep learning, kubernetes, computer vision",67671.0,Mi,Government,50–100K
machine learning engineer,"python, mathematics, r, linux, azure",237827.0,Ex,Manufacturing,200K+
data engineer,"hadoop, linux, python, tensorflow",269645.0,Ex,Healthcare,200K+
data analyst,"hadoop, spark, mlops, computer vision, scala",123571.0,Se,Healthcare,100–150K
head of ai,"kubernetes, git, docker, deep learning",135653.0,Ex,Telecommunications,100–150K
machine learning engineer,"deep learning, python, hadoop",63527.0,Mi,Healthcare,50–100K
ai product manager,"spark, r, python",149345.0,Ex,Finance,100–150K
head of ai,"python, docker, pytorch",88770.0,Se,Technology,50–100K
robotics engineer,"aws, linux, git, java, r",116638.0,Se,Telecommunications,100–150K
principal data scientist,"kubernetes, hadoop, tensorflow, linux, azure",89557.0,En,Media,50–100K
data engineer,"deep learning, scala, data visualization, docker",127936.0,Mi,Education,100–150K
principal data scientist,"git, kubernetes, python, tensorflow",172697.0,Se,Telecommunications,150–200K
ml ops engineer,"python, scala, computer vision, tensorflow",264300.0,Ex,Technology,200K+
ai product manager,"git, pytorch, java",49695.0,En,Education,<50K
ai architect,"pytorch, scala, deep learning, mathematics",268218.0,Ex,Media,200K+
machine learning researcher,"pytorch, docker, computer vision, scala, hadoop",244121.0,Ex,Healthcare,200K+
ai product manager,"sql, nlp, mlops, linux",64393.0,En,Gaming,50–100K
deep learning engineer,"tableau, mathematics, java",128609.0,Ex,Energy,100–150K
ai research scientist,"computer vision, linux, tensorflow, kubernetes, python",177931.0,Ex,Telecommunications,150–200K
computer vision engineer,"azure, data visualization, sql, pytorch, computer vision",199888.0,Ex,Media,150–200K
autonomous systems engineer,"r, docker, sql, nlp",64276.0,En,Consulting,50–100K
data analyst,"tensorflow, linux, computer vision, hadoop, sql",62281.0,Mi,Technology,50–100K
data engineer,"linux, deep learning, python, git, tableau",186582.0,Se,Media,150–200K
ml ops engineer,"azure, mathematics, pytorch",80426.0,En,Real Estate,50–100K
machine learning engineer,"deep learning, sql, tensorflow, data visualization",93366.0,Se,Energy,50–100K
ai software engineer,"kubernetes, spark, tensorflow, r",80669.0,En,Government,50–100K
ai consultant,"statistics, sql, pytorch, azure, java",104706.0,Mi,Consulting,100–150K
machine learning researcher,"tensorflow, aws, hadoop, kubernetes",85510.0,Mi,Telecommunications,50–100K
machine learning researcher,"python, tensorflow, tableau",58608.0,Mi,Finance,50–100K
machine learning engineer,"linux, pytorch, python",41059.0,En,Education,<50K
ai specialist,"sql, pytorch, tableau, computer vision, spark",73796.0,En,Healthcare,50–100K
research scientist,"git, linux, nlp, spark, mathematics",139360.0,Ex,Transportation,100–150K
principal data scientist,"azure, java, gcp, scala",283408.0,Ex,Consulting,200K+
data analyst,"python, linux, deep learning",113645.0,Mi,Media,100–150K
ai software engineer,"mathematics, tensorflow, scala, deep learning",155932.0,Ex,Government,150–200K
computer vision engineer,"kubernetes, hadoop, tensorflow, mlops, data visualization",63898.0,En,Retail,50–100K
principal data scientist,"linux, deep learning, r, statistics",113621.0,En,Automotive,100–150K
ai research scientist,"deep learning, mlops, scala, pytorch",184001.0,Ex,Retail,150–200K
computer vision engineer,"docker, java, deep learning, data visualization, mathematics",82405.0,En,Energy,50–100K
ai architect,"python, scala, aws, docker, linux",306862.0,Ex,Real Estate,200K+
ai consultant,"linux, deep learning, data visualization, gcp, mlops",63532.0,En,Retail,50–100K
machine learning engineer,"gcp, python, computer vision, azure, data visualization",58701.0,Mi,Manufacturing,50–100K
nlp engineer,"azure, java, data visualization, mathematics, kubernetes",171299.0,Ex,Real Estate,150–200K
ml ops engineer,"r, nlp, hadoop",62306.0,Mi,Gaming,50–100K
deep learning engineer,"scala, spark, statistics, python",108428.0,Mi,Real Estate,100–150K
ai consultant,"hadoop, r, data visualization, docker",105008.0,Se,Consulting,100–150K
nlp engineer,"scala, kubernetes, data visualization, gcp, linux",109329.0,Se,Education,100–150K
ai architect,"deep learning, java, sql",129639.0,Se,Telecommunications,100–150K
computer vision engineer,"spark, kubernetes, mathematics, linux, sql",153539.0,Mi,Media,150–200K
head of ai,"spark, pytorch, kubernetes, aws, docker",47668.0,En,Transportation,<50K
research scientist,"data visualization, hadoop, pytorch, aws",156235.0,Se,Gaming,150–200K
nlp engineer,"azure, sql, computer vision, kubernetes",104757.0,Mi,Technology,100–150K
ai architect,"azure, tableau, python",99360.0,Mi,Consulting,50–100K
head of ai,"kubernetes, deep learning, docker",48541.0,En,Manufacturing,<50K
machine learning engineer,"azure, spark, kubernetes, python, hadoop",109517.0,Ex,Transportation,100–150K
head of ai,"python, tensorflow, mlops, spark",161346.0,Ex,Telecommunications,150–200K
data analyst,"computer vision, sql, tensorflow, statistics",272477.0,Ex,Consulting,200K+
ai specialist,"scala, tensorflow, tableau",70997.0,Mi,Energy,50–100K
deep learning engineer,"nlp, spark, pytorch, statistics",139357.0,Ex,Automotive,100–150K
robotics engineer,"hadoop, sql, statistics, computer vision",109453.0,Mi,Gaming,100–150K
ai product manager,"git, deep learning, r",133277.0,Ex,Energy,100–150K
deep learning engineer,"hadoop, python, azure, java, gcp",45957.0,En,Education,<50K
ai consultant,"git, sql, deep learning, docker, r",152020.0,Ex,Healthcare,150–200K
ai research scientist,"gcp, linux, python, tensorflow",53959.0,En,Gaming,50–100K
data analyst,"mlops, linux, azure, mathematics",65952.0,En,Finance,50–100K
ai consultant,"azure, pytorch, deep learning",76023.0,En,Automotive,50–100K
autonomous systems engineer,"mlops, r, computer vision, hadoop",82330.0,Se,Consulting,50–100K
ai research scientist,"tensorflow, r, tableau, kubernetes",72552.0,Mi,Finance,50–100K
machine learning engineer,"statistics, git, data visualization, mathematics, r",122100.0,Mi,Telecommunications,100–150K
machine learning researcher,"gcp, kubernetes, linux, python",55463.0,En,Healthcare,50–100K
ml ops engineer,"scala, sql, linux, nlp, docker",56321.0,En,Manufacturing,50–100K
computer vision engineer,"python, scala, tableau, git, mathematics",159438.0,Se,Real Estate,150–200K
data engineer,"data visualization, pytorch, spark",51089.0,En,Retail,50–100K
computer vision engineer,"scala, azure, git",50111.0,Mi,Education,50–100K
data scientist,"aws, computer vision, java",40353.0,En,Retail,<50K
data scientist,"deep learning, sql, nlp",80269.0,Se,Consulting,50–100K
machine learning engineer,"nlp, linux, docker, r",118816.0,Se,Healthcare,100–150K
head of ai,"data visualization, docker, mlops, git",83896.0,Se,Manufacturing,50–100K
research scientist,"python, tableau, aws, mathematics",57477.0,Mi,Technology,50–100K
data scientist,"mathematics, linux, python, computer vision, sql",60737.0,En,Media,50–100K
nlp engineer,"python, aws, nlp, hadoop, data visualization",126827.0,Se,Gaming,100–150K
ai research scientist,"kubernetes, mathematics, sql, azure, tableau",71955.0,En,Retail,50–100K
ai research scientist,"python, hadoop, data visualization",96170.0,Se,Transportation,50–100K
ai specialist,"sql, r, statistics",47291.0,En,Energy,<50K
data analyst,"linux, aws, azure",66901.0,Mi,Government,50–100K
ml ops engineer,"pytorch, tensorflow, spark",133002.0,Ex,Retail,100–150K
data scientist,"statistics, mathematics, computer vision, pytorch",89495.0,En,Retail,50–100K
ai consultant,"python, spark, java",220156.0,Ex,Technology,200K+
ai product manager,"java, r, sql, kubernetes",74382.0,Mi,Automotive,50–100K
machine learning researcher,"kubernetes, pytorch, java, git, computer vision",291446.0,Ex,Real Estate,200K+
ai software engineer,"data visualization, tensorflow, pytorch",91669.0,Mi,Government,50–100K
ai product manager,"r, pytorch, linux",61729.0,Mi,Retail,50–100K
head of ai,"docker, aws, kubernetes, scala, statistics",122018.0,Ex,Education,100–150K
ai consultant,"azure, r, scala",84845.0,Mi,Gaming,50–100K
computer vision engineer,"tensorflow, scala, sql",109716.0,Mi,Manufacturing,100–150K
ml ops engineer,"aws, tensorflow, python",101711.0,Se,Gaming,100–150K
ai architect,"r, mlops, spark",93277.0,Mi,Retail,50–100K
data analyst,"tensorflow, statistics, mlops",93842.0,En,Consulting,50–100K
ai specialist,"scala, python, deep learning, mathematics",370038.0,Ex,Retail,200K+
ai architect,"python, azure, sql, nlp, java",191731.0,Ex,Energy,150–200K
ai research scientist,"gcp, java, sql, kubernetes",118612.0,Se,Gaming,100–150K
robotics engineer,"sql, data visualization, pytorch",164834.0,Ex,Energy,150–200K
data analyst,"kubernetes, tensorflow, docker",106534.0,Se,Automotive,100–150K
machine learning engineer,"mlops, linux, tensorflow",59826.0,Mi,Education,50–100K
ai specialist,"aws, statistics, mathematics",97554.0,En,Automotive,50–100K
ai software engineer,"sql, gcp, data visualization, kubernetes",81280.0,En,Retail,50–100K
computer vision engineer,"python, tensorflow, pytorch",63842.0,Mi,Gaming,50–100K
ai consultant,"r, python, computer vision, deep learning",116906.0,Mi,Gaming,100–150K
ai product manager,"tableau, pytorch, java, nlp, mlops",144518.0,Se,Real Estate,100–150K
data engineer,"kubernetes, mathematics, computer vision, deep learning, sql",142412.0,Se,Gaming,100–150K
ai product manager,"azure, computer vision, java, data visualization, hadoop",119237.0,Se,Healthcare,100–150K
ai software engineer,"nlp, tableau, scala",52801.0,En,Manufacturing,50–100K
ai research scientist,"scala, docker, python, gcp",46544.0,En,Healthcare,<50K
data engineer,"tableau, azure, hadoop, python, statistics",52448.0,En,Retail,50–100K
data scientist,"linux, spark, tableau, nlp, sql",84698.0,Mi,Transportation,50–100K
ai architect,"docker, hadoop, python, linux, tensorflow",191681.0,Se,Energy,150–200K
data engineer,"data visualization, git, tensorflow, sql",243337.0,Ex,Media,200K+
deep learning engineer,"tensorflow, azure, sql",121076.0,Ex,Consulting,100–150K
autonomous systems engineer,"statistics, tableau, python",175790.0,Ex,Healthcare,150–200K
ai specialist,"gcp, sql, nlp, deep learning",202056.0,Ex,Technology,200K+
ai research scientist,"computer vision, sql, data visualization",97350.0,Ex,Government,50–100K
deep learning engineer,"deep learning, spark, python, mlops",80017.0,Mi,Automotive,50–100K
ai consultant,"pytorch, aws, statistics, tensorflow",88462.0,Mi,Gaming,50–100K
principal data scientist,"gcp, pytorch, tensorflow, kubernetes, statistics",112811.0,Mi,Transportation,100–150K
data scientist,"sql, mlops, kubernetes, statistics, azure",142386.0,Mi,Education,100–150K
data engineer,"python, java, sql, nlp, spark",53562.0,Mi,Gaming,50–100K
ai product manager,"python, git, docker, linux",87243.0,Mi,Education,50–100K
data analyst,"data visualization, docker, kubernetes, mlops",158284.0,Se,Technology,150–200K
ai specialist,"pytorch, data visualization, scala, docker, tensorflow",41740.0,En,Healthcare,<50K
machine learning researcher,"java, r, tensorflow, mathematics",219210.0,Ex,Energy,200K+
computer vision engineer,"java, python, tensorflow, nlp",61301.0,En,Consulting,50–100K
principal data scientist,"mathematics, statistics, docker",75430.0,En,Technology,50–100K
nlp engineer,"spark, azure, deep learning, hadoop",113607.0,Se,Education,100–150K
ai research scientist,"azure, python, deep learning, r, git",190164.0,Ex,Technology,150–200K
ai specialist,"computer vision, spark, statistics, mathematics",120239.0,Se,Government,100–150K
ai architect,"aws, python, azure, statistics",42732.0,En,Energy,<50K
head of ai,"aws, scala, azure, deep learning",125594.0,Se,Technology,100–150K
ai software engineer,"statistics, scala, kubernetes, aws, git",71698.0,Mi,Gaming,50–100K
ai research scientist,"aws, mathematics, azure, deep learning",164439.0,Mi,Education,150–200K
ai consultant,"hadoop, docker, linux, kubernetes",96277.0,Mi,Transportation,50–100K
data scientist,"mathematics, pytorch, nlp, python, kubernetes",78867.0,Mi,Automotive,50–100K
autonomous systems engineer,"deep learning, scala, java",101503.0,Ex,Finance,100–150K
data analyst,"linux, scala, data visualization, tensorflow, aws",94388.0,Se,Transportation,50–100K
ai specialist,"kubernetes, sql, data visualization",45604.0,En,Automotive,<50K
machine learning engineer,"pytorch, kubernetes, computer vision",191148.0,Ex,Energy,150–200K
ai specialist,"azure, aws, data visualization, computer vision, python",134769.0,Ex,Education,100–150K
autonomous systems engineer,"linux, pytorch, mathematics, sql, statistics",123313.0,Se,Automotive,100–150K
ai architect,"docker, sql, nlp, pytorch, kubernetes",122274.0,Mi,Manufacturing,100–150K
ai architect,"hadoop, scala, azure, computer vision, python",78303.0,Se,Telecommunications,50–100K
data scientist,"java, nlp, hadoop, pytorch",307439.0,Ex,Real Estate,200K+
ai architect,"python, linux, spark, sql, statistics",120739.0,Se,Transportation,100–150K
ai software engineer,"pytorch, azure, scala, data visualization",143215.0,Mi,Consulting,100–150K
principal data scientist,"hadoop, spark, mlops, statistics",57365.0,En,Media,50–100K
ai research scientist,"data visualization, gcp, pytorch, kubernetes, docker",134864.0,Mi,Real Estate,100–150K
ai specialist,"azure, scala, statistics",117815.0,Se,Manufacturing,100–150K
deep learning engineer,"data visualization, spark, kubernetes, nlp",114706.0,Se,Automotive,100–150K
data scientist,"hadoop, pytorch, java",153686.0,Ex,Telecommunications,150–200K
head of ai,"sql, kubernetes, mathematics",42268.0,En,Consulting,<50K
ai consultant,"docker, python, deep learning",119558.0,Mi,Healthcare,100–150K
head of ai,"git, python, mlops, scala",87169.0,Se,Real Estate,50–100K
nlp engineer,"python, spark, docker",72092.0,En,Healthcare,50–100K
ai research scientist,"java, python, mlops, spark",91405.0,En,Finance,50–100K
computer vision engineer,"gcp, azure, python",49096.0,En,Retail,<50K
ai consultant,"pytorch, linux, java, data visualization, gcp",122643.0,Se,Education,100–150K
research scientist,"sql, aws, deep learning, git",90597.0,Mi,Government,50–100K
ai software engineer,"computer vision, java, gcp, spark",105825.0,Se,Telecommunications,100–150K
head of ai,"r, sql, linux",84293.0,Mi,Government,50–100K
data scientist,"nlp, spark, git",72002.0,Se,Technology,50–100K
research scientist,"tensorflow, java, tableau",84939.0,En,Telecommunications,50–100K
data analyst,"scala, python, mlops, aws, docker",54500.0,En,Automotive,50–100K
nlp engineer,"linux, computer vision, azure, hadoop",94764.0,Se,Energy,50–100K
robotics engineer,"docker, python, mathematics",71396.0,En,Gaming,50–100K
data scientist,"python, scala, kubernetes",122766.0,Mi,Telecommunications,100–150K
ai product manager,"scala, r, sql, java, computer vision",89986.0,Se,Retail,50–100K
data analyst,"pytorch, linux, gcp, tensorflow",117816.0,Mi,Energy,100–150K
principal data scientist,"aws, tableau, scala, pytorch, computer vision",289428.0,Ex,Energy,200K+
ai architect,"scala, git, python, spark, sql",185576.0,Ex,Education,150–200K
nlp engineer,"python, scala, mlops",164931.0,Ex,Real Estate,150–200K
ai product manager,"azure, tensorflow, git, gcp",103743.0,Se,Transportation,100–150K
head of ai,"sql, data visualization, pytorch, computer vision",302848.0,Ex,Media,200K+
ai architect,"spark, pytorch, python, gcp",58841.0,En,Transportation,50–100K
data engineer,"kubernetes, nlp, tensorflow, mathematics, docker",251827.0,Ex,Telecommunications,200K+
principal data scientist,"git, deep learning, python, hadoop, mathematics",124148.0,Se,Education,100–150K
machine learning researcher,"pytorch, docker, azure",65630.0,Mi,Transportation,50–100K
data engineer,"pytorch, nlp, git, computer vision, statistics",63771.0,En,Real Estate,50–100K
ai consultant,"pytorch, python, mathematics, deep learning, java",93814.0,Se,Technology,50–100K
autonomous systems engineer,"docker, gcp, tableau, statistics",232297.0,Ex,Real Estate,200K+
ai consultant,"tensorflow, azure, mathematics, statistics, computer vision",60252.0,Mi,Real Estate,50–100K
ai consultant,"git, python, mathematics, statistics, tensorflow",146156.0,Mi,Consulting,100–150K
ai research scientist,"mathematics, scala, aws, deep learning, sql",47185.0,Mi,Healthcare,<50K
computer vision engineer,"tableau, sql, kubernetes, data visualization",130564.0,Mi,Media,100–150K
ai product manager,"scala, sql, statistics, deep learning",304419.0,Ex,Healthcare,200K+
ai specialist,"python, kubernetes, data visualization, tensorflow, scala",34317.0,En,Consulting,<50K
machine learning researcher,"java, python, gcp, mlops, azure",158302.0,Ex,Consulting,150–200K
deep learning engineer,"tableau, python, mlops, spark, mathematics",84414.0,Mi,Energy,50–100K
autonomous systems engineer,"spark, scala, azure, deep learning",90245.0,Se,Transportation,50–100K
data scientist,"data visualization, java, pytorch",83874.0,En,Transportation,50–100K
principal data scientist,"java, mlops, r, kubernetes",70443.0,En,Automotive,50–100K
research scientist,"java, nlp, r, statistics",158616.0,Se,Media,150–200K
principal data scientist,"deep learning, hadoop, python",35937.0,En,Consulting,<50K
ai software engineer,"hadoop, aws, python, gcp",270901.0,Ex,Healthcare,200K+
robotics engineer,"tensorflow, pytorch, git, python",91654.0,Se,Media,50–100K
data analyst,"aws, r, mathematics, azure, deep learning",64590.0,Mi,Energy,50–100K
ai research scientist,"java, spark, tableau, kubernetes, gcp",59969.0,Mi,Manufacturing,50–100K
robotics engineer,"java, mlops, data visualization",131769.0,Mi,Transportation,100–150K
data engineer,"tableau, sql, python, mathematics, scala",51671.0,En,Media,50–100K
head of ai,"aws, docker, git, python",65792.0,En,Technology,50–100K
machine learning engineer,"computer vision, spark, mlops, python",109449.0,Mi,Media,100–150K
data analyst,"git, python, docker, tableau, linux",62143.0,En,Education,50–100K
research scientist,"computer vision, nlp, tensorflow",69399.0,Mi,Real Estate,50–100K
research scientist,"kubernetes, java, nlp, sql",40622.0,En,Telecommunications,<50K
ai product manager,"sql, r, kubernetes, linux",39958.0,En,Telecommunications,<50K
principal data scientist,"gcp, python, java, sql",93165.0,En,Energy,50–100K
ai software engineer,"python, hadoop, tensorflow",56412.0,En,Energy,50–100K
nlp engineer,"tensorflow, spark, git, python, gcp",50086.0,En,Retail,50–100K
data engineer,"git, azure, linux",105434.0,Mi,Transportation,100–150K
ai product manager,"scala, nlp, sql, pytorch",85175.0,Mi,Automotive,50–100K
ai research scientist,"kubernetes, tableau, scala, python, linux",233643.0,Ex,Finance,200K+
principal data scientist,"aws, azure, hadoop",364635.0,Ex,Gaming,200K+
data engineer,"python, sql, tableau, mlops",134019.0,Mi,Automotive,100–150K
research scientist,"python, tensorflow, data visualization",83412.0,Mi,Healthcare,50–100K
ai specialist,"r, computer vision, hadoop, sql",87234.0,Se,Retail,50–100K
ai consultant,"mathematics, nlp, kubernetes",66172.0,Mi,Consulting,50–100K
data scientist,"aws, scala, deep learning, spark, gcp",165018.0,Ex,Retail,150–200K
machine learning engineer,"scala, deep learning, data visualization, r",119439.0,Se,Manufacturing,100–150K
deep learning engineer,"computer vision, scala, nlp",224686.0,Ex,Retail,200K+
nlp engineer,"r, python, linux, mlops, azure",103447.0,Mi,Transportation,100–150K
ai software engineer,"gcp, data visualization, hadoop",115552.0,Se,Manufacturing,100–150K
machine learning researcher,"pytorch, computer vision, sql",174143.0,Se,Retail,150–200K
data engineer,"deep learning, git, gcp",107501.0,Se,Manufacturing,100–150K
ai product manager,"aws, gcp, data visualization, statistics, python",88025.0,Mi,Finance,50–100K
ai consultant,"spark, scala, nlp",176228.0,Se,Telecommunications,150–200K
autonomous systems engineer,"pytorch, aws, gcp, tensorflow, azure",87042.0,Mi,Energy,50–100K
ai software engineer,"python, tensorflow, pytorch",65923.0,Mi,Transportation,50–100K
ai specialist,"sql, git, statistics, pytorch, aws",175743.0,Ex,Retail,150–200K
machine learning engineer,"hadoop, sql, linux, computer vision",142753.0,Mi,Education,100–150K
head of ai,"docker, hadoop, kubernetes, mathematics, git",283980.0,Ex,Real Estate,200K+
principal data scientist,"python, hadoop, nlp, mathematics, gcp",156040.0,Se,Finance,150–200K
ai software engineer,"git, computer vision, hadoop, mlops, python",72702.0,Mi,Government,50–100K
ai architect,"tensorflow, linux, nlp, git",130884.0,Se,Media,100–150K
ai product manager,"gcp, tensorflow, computer vision, python",72953.0,En,Government,50–100K
data engineer,"git, linux, gcp, deep learning",93566.0,Ex,Transportation,50–100K
autonomous systems engineer,"spark, computer vision, nlp",197981.0,Ex,Finance,150–200K
nlp engineer,"python, scala, docker",64816.0,En,Automotive,50–100K
deep learning engineer,"mathematics, r, git, sql",125867.0,Mi,Media,100–150K
data engineer,"python, gcp, aws, tensorflow, pytorch",90189.0,Se,Technology,50–100K
deep learning engineer,"kubernetes, linux, mathematics",144194.0,Ex,Finance,100–150K
principal data scientist,"linux, tensorflow, nlp",139002.0,Ex,Transportation,100–150K
data analyst,"azure, git, mathematics, python",75890.0,En,Real Estate,50–100K
ai architect,"spark, computer vision, sql",92965.0,Mi,Real Estate,50–100K
data engineer,"azure, gcp, docker",49276.0,En,Technology,<50K
data engineer,"aws, java, spark, nlp",74684.0,Mi,Finance,50–100K
data analyst,"data visualization, hadoop, kubernetes, python, tensorflow",159770.0,Se,Transportation,150–200K
robotics engineer,"sql, hadoop, data visualization, deep learning",237558.0,Ex,Finance,200K+
data scientist,"r, sql, tableau",100235.0,Se,Consulting,100–150K
machine learning researcher,"java, pytorch, python, kubernetes",62450.0,En,Retail,50–100K
data analyst,"azure, java, spark, sql",55972.0,Mi,Media,50–100K
deep learning engineer,"nlp, python, gcp, data visualization",129026.0,Ex,Telecommunications,100–150K
nlp engineer,"aws, scala, python, statistics, tensorflow",67449.0,En,Energy,50–100K
deep learning engineer,"python, gcp, data visualization",160528.0,Ex,Healthcare,150–200K
machine learning engineer,"scala, python, gcp, azure",229819.0,Ex,Manufacturing,200K+
principal data scientist,"git, nlp, tensorflow, r",72034.0,Se,Healthcare,50–100K
ml ops engineer,"mlops, statistics, data visualization, python",58734.0,Mi,Media,50–100K
ai product manager,"nlp, computer vision, statistics, deep learning, tableau",112265.0,Se,Automotive,100–150K
autonomous systems engineer,"python, aws, mlops",104220.0,Se,Consulting,100–150K
ai research scientist,"deep learning, pytorch, azure, tableau",109273.0,Mi,Technology,100–150K
ai software engineer,"scala, nlp, data visualization, java",85965.0,Mi,Media,50–100K
machine learning engineer,"pytorch, r, java, data visualization",149802.0,Se,Telecommunications,100–150K
principal data scientist,"mlops, linux, deep learning, tensorflow, pytorch",75728.0,Mi,Government,50–100K
research scientist,"sql, tableau, pytorch",200646.0,Ex,Technology,200K+
deep learning engineer,"tableau, r, aws, pytorch",168134.0,Ex,Manufacturing,150–200K
ml ops engineer,"sql, kubernetes, linux, mlops, deep learning",119685.0,Se,Gaming,100–150K
ai consultant,"spark, hadoop, python, nlp, git",147780.0,Se,Telecommunications,100–150K
ai architect,"gcp, linux, kubernetes, scala, azure",190447.0,Se,Energy,150–200K
